가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
느티로,37.368501,127.104601,37.368501,127.107801,느티나무,,0.2,,느티나무가 있음,,,느티로,,,2018-06-30
정자일로,37.372201,127.105901,37.350301,127.106401,느티나무,,2.5,,느티나무가 있음,,,정자일로,,,2018-06-30
벌말로50번길,37.411601,127.143501,37.412301,127.138701,버즘나무,,0.4,,버즘나무가 있음,,,벌말로50번길,,,2018-06-30
수내로,37.383725,127.114315,37.369226,127.128606,버즘나무+느티나무,,2.1,,"버즘나무, 느티나무가 있음",,,수내로,,,2018-06-30
중앙공원로,37.383701,127.133301,37.378601,127.126201,느티나무+벚나무+상수리나무,,0.7,,"느티나무, 벚나무, 상수리나무가 있음",,,중앙공원로,,,2018-06-30
백현로,37.376571,127.111036,37.365341,127.124324,버즘나무+메타세콰이아+느티나무,,2.4,,"버즘나무, 메타세콰이아, 느티나무가 있음",,,백현로,,,2018-06-30
정자로,37.363501,127.122901,37.363401,127.105001,느티나무,,1.6,,느티나무가 있음,,,정자로,,,2018-06-30
금곡로,37.356631,127.108821,37.343529,127.111351,벚나무,,3.4,,벚나무가 있음,,,금곡로,,,2018-06-30
양현로,37.414597,127.122558,37.414042,127.142882,은행나무+소나무,,0.6,,"은행나무, 소나무가 있음",,,양현로,,,2018-06-30
황새울로,37.360341,127.109853,37.387531,127.124601,느티나무,,1,,느티나무가 있음,,,황새울로,,,2018-06-30
무지개로,37.336352,127.113629,37.339301,127.120439,느티나무,,1.5,,느티나무가 있음,,,무지개로,,,2018-06-30
장안로51번길,37.372901,127.141801,37.371101,127.144501,느티나무,,1,,느티나무가 있음,,,장안로,,,2018-06-30
정자로,37.363415,127.120084,37.363415,127.107124,느티나무,,1.6,,느티나무가 있음,,,정자로,,,2018-06-30
수내로,37.383382,127.114666,37.369339,127.128595,느티나무+벚나무,,3,,"느티나무, 벚나무가 있음",,,수내로,,,2018-06-30
새마을로,37.391637,127.157355,37.383981,127.131608,느티나무,,2.4,,느티나무가 있음,,,새마을로,,,2018-06-30
이매로,37.390385,127.137226,37.394664,127.122356,버즘나무+벚나무,,1.4,,"버즘나무, 벚나무가 있음",,,이매로,,,2018-06-30
구미로,37.338079,127.110131,37.344237,127.129313,메타세콰이아+칠엽수,,2.5,,"메타세콰이아, 칠엽수가 있음",,,구미로,,,2018-06-30
동탄신도시보행자도로,37.208056,127.078056,37.211944,127.073889,소나무(조형),36,0.5,,소나무(조형),동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.208056,127.078056,37.211944,127.073889,감나무,6,0.5,,감나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.208056,127.078056,37.211944,127.073889,복자기,97,0.5,,복자기,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.208056,127.078056,37.211944,127.073889,은행나무,20,0.5,,은행나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.208056,127.078056,37.211944,127.073889,이팝나무,3,0.5,,이팝나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,구상나무,49,1.1,,구상나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,둥근소나무,14,1.1,,둥근소나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,소나무,2,1.1,,소나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,느티나무,38,1.1,,느티나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.212778,127.059722,37.2000941,127.056111,복자기,94,1.1,,복자기,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.198889,127.056944,37.199167,127.066944,선주목,8,0.1,,선주목,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.206667,127.062222,37.207222,127.060833,구상나무,12,0.1,,구상나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.206667,127.062222,37.207222,127.060833,물푸레나무,11,0.1,,물푸레나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.199444,127.072222,37.207222,127.074167,소나무,9,0.3,,소나무,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.199444,127.072222,37.207222,127.074167,선주목,18,0.3,,선주목,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄신도시보행자도로,37.199444,127.072222,37.207222,127.074167,청단풍,11,0.3,,청단풍,동탄신도시보행자도로,,동탄신도시보행자도로,031-369-6135,화성시청 산림녹지과,2019-04-02
동탄기흥로,37.24408177,127.1044751,37.161389,127.086667,중국단풍,358,2.9,,중국단풍,동탄기흥로,,동탄기흥로,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄기흥로(중앙분리대),37.24408177,127.1044751,37.161389,127.086667,느티나무,107,2.9,,느티나무,동탄기흥로(중앙분리대),,동탄기흥로(중앙분리대),031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단7길~동탄산단6길,37.175833,127.093333,37.17251863,127.084722,느티나무,133,0.9,,느티나무,동탄산단7길~동탄산단6길,,동탄산단7길~동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단4길~동부대로,37.164722,127.081389,37.17251863,127.088889,느티나무,111,0.8,,느티나무,동탄산단4길~동부대로,,동탄산단4길~동부대로,031-369-3705,화성시청 산림녹지과,2019-04-02
"동탄기흥로247번길~동탄산단7,5,1,2길",37.18238611,127.088889,37.17207311,127.092222,이팝나무,366,3.5,,이팝나무,"동탄기흥로247번동탄산단7,5,1,2",,"동탄기흥로247번길~동탄산단7,5,1,2길",031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단7길,37.179167,127.086111,37.181389,127.086389,중국단풍,56,0.5,,중국단풍,동탄산단7길,,동탄산단7길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄기흥로257번가길,37.179444,127.091111,37.180833,127.091944,이팝나무,34,0.4,,이팝나무,동탄기흥로257번가길,,동탄기흥로257번가길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄기흥로231번길,37.180833,127.091944,37.180833,127.088611,이팝나무,26,0.4,,이팝나무,동탄기흥로231번길,,동탄기흥로231번길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단10길,37.178611,127.088056,37.179722,127.091389,이팝나무,77,0.9,,이팝나무,동탄산단10길,,동탄산단10길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단10길,37.181389,127.093611,37.180278,127.093611,이팝나무,21,0.2,,이팝나무,동탄산단10길,,동탄산단10길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단5길,37.171944,127.084167,37.168889,127.084167,느티나무,45,0.4,,느티나무,동탄산단5길,,동탄산단5길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단5길~동탄산단6길,37.171667,127.084167,37.168611,127.083056,느티나무,89,1.2,,느티나무,동탄산단5길~동탄산단6길,,동탄산단5길~동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단6길,37.171389,127.089722,37.171389,127.088611,느티나무,11,0.1,,느티나무,동탄산단6길,,동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단6길,37.171944,127.088611,37.171667,127.089444,느티나무,12,0.1,,느티나무,동탄산단6길,,동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단6길,37.173333,127.0905902,37.173056,127.089167,느티나무,12,0.1,,느티나무,동탄산단6길,,동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단6길,37.173889,127.090278,37.173611,127.089167,느티나무,12,0.1,,느티나무,동탄산단6길,,동탄산단6길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단9길,37.17522191,127.090833,37.175278,127.088333,느티나무,20,0.3,,느티나무,동탄산단9길,,동탄산단9길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단9길,37.175278,127.088611,37.176667,127.088333,느티나무,19,0.2,,느티나무,동탄산단9길,,동탄산단9길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄산단9길,37.176389,127.088611,37.175278,127.090556,느티나무,27,0.3,,느티나무,동탄산단9길,,동탄산단9길,031-369-3705,화성시청 산림녹지과,2019-04-02
동탄기흥로,37.163333,127.088333,37.163333,127.086389,회화나무,15,0.4,,회화나무,동탄기흥로,,동탄기흥로,031-369-3705,화성시청 산림녹지과,2019-04-02
못골로,37.913591,127.064101,37.909342,127.065916,왕벚나무+이팝나무,221,1.6,,봄철에 꽃이 피어 시민들에게 볼거리 제공,,,생연주공～못골사거리,031-860-2412,동두천시청 공원녹지과,2020-06-30
방죽로,37.912121,127.055728,37.903681,127.063165,은행나무+왕벚나무,57,0.5,,가을철 노랑 단풍이 물드는 걷고 싶은 거리,,,명품하우스～방죽로 사거리,031-860-2412,동두천시청 공원녹지과,2020-06-30
벌마들로,37.916847,127.053771,37.904624,127.045891,왕벚나무,183,1.3,,봄철에 꽃이 피어 시민들에게 볼거리 제공,,,상패교～농협 공판장,031-860-2412,동두천시청 공원녹지과,2020-06-30
봉동로,37.946489,127.061367,37.947351,127.054526,이팝나무,123,0.7,,봄철에 하얀꽃이 피어 주변경관이 아름다움,,,소요사사거리～소요초등학교,031-860-2412,동두천시청 공원녹지과,2020-06-30
삼육사로,37.910029,127.014038,37.891078,127.104006,은행나무+느티나무+왕벚나무+이팝나무,1209,8.2,,봄철에 도로를 따라 다양한 꽃나무를 볼수 있음,,,28사단～탑동초등학교,031-860-2412,동두천시청 공원녹지과,2020-06-30
상패로,37.906144,127.043888,37.917941,127.056808,왕벚나무+복자기,243,1.9,,봄에는 꽃을 가을에는 멋진 단풍을 볼수 있음,,,시민회관～미2사단 정문,031-860-2412,동두천시청 공원녹지과,2020-06-30
생연로,37.892934,127.047621,37.912676,127.056032,은행나무,168,2.3,,가을철 노랑 단풍이 물드는 걷고 싶은 거리,,,소방서～진성식당,031-860-2412,동두천시청 공원녹지과,2020-06-30
대평로,37.294063,126.993883,37.288796,126.997048,메타세콰이어,363,0.66,,메타세콰이어 터널 아래를 걷다가 재래시장으로 이어지는 가로수길,대평로,,두견사거리~대평초교사거리,031-228-4666,경기도 수원시,2019-04-25
송내로,37.878701,127.056247,37.873435,127.080438,둥근소나무+이팝나무,299,0.4,,봄철에 하얀꽃이 피어 주변경관이 아름다움,,,송내상회～대도사,031-860-2412,동두천시청 공원녹지과,2020-06-30
송터로,37.909806,127.060411,37.907211,127.065144,왕벚나무,42,0.5,,봄철에 꽃이 피어 시민들에게 볼거리 제공,,,두꺼비식당～생연동 주민센터,031-860-2412,동두천시청 공원녹지과,2020-06-30
싸리말로,37.888162,127.056288,37.917585,127.064321,이팝나무,71,0.4,,봄철에 하얀꽃이 피어 주변경관이 아름다움,,,GS마트～파크타운,031-860-2412,동두천시청 공원녹지과,2020-06-30
어등로,37.901456,127.064974,37.897436,127.070855,왕벚나무+이팝나무,165,1.1,,봄철에 걷고싶을 만큼 꽃이 아름다움,,,밀밭비빔국수～프리첼 관광호텔,031-860-2412,동두천시청 공원녹지과,2020-06-30
어수로,37.905831,127.044042,37.901833,127.055579,은행나무+느티나무,75,1.2,,가을철 형형색색 단풍이 물드는 걷고싶은 거리,,,시민회관～동두천중앙역,031-860-2412,동두천시청 공원녹지과,2020-06-30
원터강변로,37.922888,127.051721,37.924611,127.055606,이팝나무+단풍나무,85,0.5,,봄철 하얀꽃과 가을철 단풍을 볼수 있는 거리,,,소요1비물펌프장～동우상회,031-860-2412,동두천시청 공원녹지과,2020-06-30
이담로,37.888681,127.048462,37.888586,127.056809,이팝나무+회화나무,180,1.3,,봄철 하얀꽃을 볼수 있는 거리,,,송내주공1단지～동원베네스트,031-860-2412,동두천시청 공원녹지과,2020-06-30
장고갯로,37.916647,127.057046,37.904214,127.063372,단풍나무+왕벚나무+이팝나무,289,2.8,,가을철 붉은 단풍이 물드는 걷고 싶은 거리,,,보산광장삼거리～브라운스톤,031-860-2412,동두천시청 공원녹지과,2020-06-30
중앙로,37.883221,127.054454,37.913618,127.064231,은행나무+느티나무+전나무+단풍나무,928,4.6,,봄철에 도로를 따라 다양한 꽃나무를 볼수 있음,,,송내주공5단지～황매마을,031-860-2412,동두천시청 공원녹지과,2020-06-30
지행로,37.892495,127.047125,37.892275,127.063432,대왕참나무+이팝나무,154,1.3,,봄에는 꽃을 가을에는 멋진 단풍을 볼수 있음,,,소방서～외국어 고등학교,031-860-2412,동두천시청 공원녹지과,2020-06-30
천보산로,37.892173,127.090118,37.882941,127.094462,복자기,145,1,,가을철 붉은 단풍이 물드는 걷고 싶은 거리,,,조산교～새자리농원,031-860-2412,동두천시청 공원녹지과,2020-06-30
탑신로,37.891081,127.103854,37.896311,127.109031,왕벚나무,148,0.9,,가을철 붉은 단풍이 물드는 걷고 싶은 거리,,,탑동초교～탑동계곡,031-860-2412,동두천시청 공원녹지과,2020-06-30
행선로,37.888603,127.056851,37.899544,127.062805,소나무+이팝나무+왕벚나무,269,1.3,,사계절 늘 푸른 소나무 가로수를 볼수 있음,,,동원베네스트～양주축협,031-860-2412,동두천시청 공원녹지과,2020-06-30
산림욕장 진입로,37.946471,127.061403,37.950505,127.067401,칠엽수,164,0.7,,잎이 일곱개인 마로니에를 볼수 있음,,,소요산 진입로～산림욕장,031-860-2412,동두천시청 공원녹지과,2020-06-30
평화로,37.871896,127.059468,37.972451,127.067222,은행나무+단풍나무+이팝나무,2072,11.8,,평화로를 따라 가을철 고운 단풍이 멋짐,,,양주경계~연천경계,031-860-2412,동두천시청 공원녹지과,2020-06-30
산림인력 개발원 입구,37.719549,127.183436,37.731844,127.172003,느티나무,363,3,1994,오래된 느티나무 고목길,,,진접농협~개발원입구 도로,031-590-2855,경기도 남양주시청,2020-07-02
장현3지구,37.728971,127.194601,37.726281,127.193401,왕벚나무,94,2,2010,왕벚나무길,,,진접하우스토리 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
왕숙천변,37.702081,127.164801,37.708961,127.183301,왕벚나무,154,5,2004,왕벚나무길,,,내각교~진접 이마트,031-590-2855,경기도 남양주시청,2020-07-02
장현5지구,37.730841,127.195201,37.728971,127.194601,왕벚나무,127,1,2011,택지내 벚나무길,,,장승초등학교주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
진접도시계획도로,37.717861,127.178201,37.720011,127.176201,왕벚나무,49,1,2011,벚나무길,,,길훈퀸스타운아파트~장현리 548-3,031-590-2855,경기도 남양주시청,2020-07-02
오남1지구,37.696841,127.197265,37.696659,127.198081,왕벚나무,8,1,2009,왕벚나무길,,,오남아이파크 입구 도로,031-590-2855,경기도 남양주시청,2020-07-02
오남2지구,37.696748,127.197239,37.694904,127.201859,왕벚나무,125,2,2009,왕벚나무길,,,오남푸르지오 주변도로,031-590-2855,경기도 남양주시청,2020-07-02
국지도 86호선,37.714441,127.182401,37.681011,127.172501,왕벚나무,217,12,2011,도심지 가로수길,,,장현사거리~연평교차로~오남교차로~금곡리3차선,031-590-2855,경기도 남양주시청,2020-07-02
진접 팔야 일반산업단지 진입도로,37.751681,127.229001,37.752651,127.231301,느티나무,8,1,2012,산단주변 가로수,,,팔야단지,031-590-2855,경기도 남양주시청,2020-07-02
오남우회도로,37.679621,127.208201,37.696991,127.196401,왕벚나무,804,5,2007,벚나무 가로수 길,,,오남리~양지리,031-590-2855,경기도 남양주시청,2020-07-02
오남저수지,37.692171,127.232001,37.694061,127.221801,이팝나무,135,1,2007,저수지 주변 가로수길,,,팔현리입구~저수지,031-590-2855,경기도 남양주시청,2020-07-02
양지지구,37.701998,127.196807,37.694977,127.201463,왕벚나무,194,2,2009,택지지구 왕벚나무길,,,양지e편한세상 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
오남 양오초,37.699991,127.193174,37.696938,127.191235,대왕참나무,107,1,2007,초등학교앞 대왕참나무길,,,양오초,031-590-2855,경기도 남양주시청,2020-07-02
퇴계원 시가지,37.649004,127.144996,37.658691,127.145414,왕벚나무,95,5,2003,도심지 가로수길,,,퇴계원시가지 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
오남 어람중,37.681606,127.214432,37.682624,127.210434,대왕참나무,26,1,2009,학교진입로,,,어람중,031-590-2855,경기도 남양주시청,2020-07-02
청학택지,37.706442,127.120698,37.709132,127.110244,중국단풍 회화나무 느릅나무,575,5,2002,택지지구내 가로수길,,,청학택지 주변 도로,031-590-2855,경기도 남양주시청,2020-07-02
퇴계원2지구,37.656845,127.143958,37.659457,127.146318,은행나무 왕벚나무,130,2,2007,퇴계원 시가지 도로가로수,,,퇴계원주공3 4단지 주변도로,031-590-2855,경기도 남양주시청,2020-07-02
신내-퇴계원,37.641262,127.127047,37.646802,127.140111,왕벚나무,259,1,2012,퇴계원 왕벚나무길,,,신내 퇴계원간 광역도로 개설공사,031-590-2855,경기도 남양주시청,2020-07-02
퇴계원 금호,37.658943,127.145386,37.659671,127.144619,왕벚나무,19,1,2012,금호아파트 진입도로,,,퇴계원금호아파트 주변도로,031-590-2855,경기도 남양주시청,2020-07-02
국도43호 별내선,37.708204,127.111776,37.640746,127.151241,은행나무,703,10,1988,느티나무길,,일반국도,퇴계원~청학리,031-590-2855,경기도 남양주시청,2020-07-02
국도47호 진접선,37.676277,127.154435,37.759061,127.220986,은행나무,597,16,1988,공작단풍길,,일반국도,퇴계원~팔야리,031-590-2855,경기도 남양주시청,2020-07-02
군도5호선,37.740385,127.197062,37.702801,127.198026,느티나무 이팝나무,514,5,2004,이팝나무길,,시도,부평리~양지리,031-590-2855,경기도 남양주시청,2020-07-02
별내택지,37.644372,127.129963,37.677364,127.112954,은행 대왕참 느티 왕벚 등,6012,10,2013,택지지구내 가로수길,,,별내택지 주변도로,031-590-2855,경기도 남양주시청,2020-07-02
삼육대학교 후문,37.644981,127.111585,37.643723,127.109111,소나무,52,1,2013,학교진입로,,,별내동 558-15,031-590-2855,경기도 남양주시청,2020-07-02
국도6호경강,37.604088,127.148831,37.532628,127.302141,소나무 느티 왕벚 은행,990,12,1987,오래된 느티나무길,,일반국도,도농동왕숙교~조안IC,031-590-2855,경기도 남양주시청,2020-07-02
국도45호 금남,37.533819,127.302601,37.657164,127.365951,은행나무 벚나무,819,16,1988,북한강의 경치에 어울리는 왕벚나무길,,일반국도,조안IC ~금남IC,031-590-2855,경기도 남양주시청,2020-07-02
국도46호 경춘,37.646803,127.162599,37.657269,127.363331,느티 메타세콰이어 벚나무 쥐똥나무,173,11,1988,추억의 가로수길,,일반국도,진관IC ~ 금남IC,031-590-2855,경기도 남양주시청,2020-07-02
지방도98호,37.691616,127.162908,37.692829,127.231024,단풍나무 벚나무,230,4,,단풍나무길,,지방도,진접 내곡대교~ 오남리 팔현유원지 앞,031-590-2855,경기도 남양주시청,2020-07-02
지방도383호,37.714221,127.182666,37.613509,127.172195,소나무 메타 느티 벚 이팝,1705,18,,다양한 가로수 식재구간,,지방도,장현사거리~남양주공원,031-590-2855,경기도 남양주시청,2020-07-02
지방도387호,37.773181,127.282783,37.661316,127.301432,소나무 은행 벚 양버즘,1232,4,1994,산림과 어우러진 가로수길,,지방도,에덴요양병원 초입 ~ 창현아파트단지 입구 교차로,031-590-2855,경기도 남양주시청,2020-07-02
시도 경춘로,37.612607,127.172335,37.662247,127.368388,소 은행 단풍 대왕참 벚 이팝,1017,10,,추억의 도로,,시도,도농삼거리 양평방향~새터교차로,031-590-2855,경기도 남양주시청,2020-07-02
군도3호선,37.699527,127.123789,37.691594,127.131148,청단풍,359,4,2003,청단풍길,,시도,청학리~덕송리,031-590-2855,경기도 남양주시청,2020-07-02
시도 고산로,37.598584,127.215671,37.594183,127.168526,벚나무,442,5,,왕벚나무길,,시도,김상용선생묘 삼거리~가운사거리구리경계방향,031-590-2855,경기도 남양주시청,2020-07-02
시도 석실로,37.627349,127.202771,37.576919,127.226577,이팝나무,413,7,,아름다운 이팝나무길,,시도,금곡동주민자치센터~도곡리 궁촌천교차로,031-590-2855,경기도 남양주시청,2020-07-02
시도 사릉로,37.633353,127.206896,37.690639,127.173507,은행나무 벚나무,668,6,,가로수길,,시도,금곡사거리~연평2리 교차로,031-590-2855,경기도 남양주시청,2020-07-02
지방도86호,37.646393,127.380157,37.650015,127.437065,느티나무+벚나무,,6.3,,"수입리의 벽계천을 따라 왕벚나무를 조성, 하천경관과 어우러져 절경을 이룸.",,,서종수입~서종노문,031-770-2415,양평군청(산림과),2020-06-12
지방도88호,37.400533,127.715992,37.370219,127.773513,벚나무,,8.8,,단석저수지를 따라 식재된 벚나무가 아름다운 길,,,양동단석~양동삼산,031-770-2415,양평군청(산림과),2020-06-12
지방도101호,37.511771,127.446049,37.533992,127.467663,벚나무+살구나무,,3.3,,양평워터워축제가 열리는 옥천리 사탄천을 따라 왕벚나무가 식재되어 있음,,,옥천아신~옥천신복,031-770-2415,양평군청(산림과),2020-06-12
지방도333호,37.487297,127.396215,37.485356,127.416189,벚나무+살구나무,,3,,남한강이 보이는 도로변에 식재된 살구나무의 단풍이 절경인 가로수길,,,강하왕창~강하전수,031-770-2415,양평군청(산림과),2020-06-12
지방도341호,37.532433,127.624281,37.416045,127.613714,벚나무+이팝나무,,19.1,,벚나무와 이팝나무가 식재되어 도로 옆 농촌경관과 함께 아름다운 경관을 이룸.,,,용문중원~지평곡수,031-770-2415,양평군청(산림과),2020-06-12
지방도342호,37.496084,127.385154,37.481722,127.398171,소나무+은행나무+살구나무,,1.6,,대하섬이 바라보이는 강변도로변 가로수길,,,강하운심~강하지평,031-770-2415,양평군청(산림과),2020-06-12
지방도342호,37.486443,127.608131,37.475267,127.564131,벚나무,,8.1,,숙안공주의 묘를 지나는 가로수길,,,용문마룡~용문삼성,031-770-2415,양평군청(산림과),2020-06-12
지방도342호,37.464943,127.652317,37.469251,127.667951,은행+단풍+매화+벚+이팝,,3.1,,"무왕위생매립장 진입로변 가로수길로 조성되어 경관적 보완을 위해 벚나무가 좌,우측으로 식재됨.",,,지평망미~지평곡수,031-770-2415,양평군청(산림과),2020-06-12
지방도345호,37.645739,127.618391,37.554921,127.668922,벚나무+이팝나무,,15.5,,소리산의 자연경관과 벚나무가 아름다운 가로수길,,,단월석산~단월덕수,031-770-2415,양평군청(산림과),2020-06-12
지방도345호(2),37.455251,127.659105,37.412718,127.687033,소나무+은행나무+단풍나무+벚나무,,6.5,,지평면 한적한 도로변에 벚나무가 식재되어 있음.,,,지평망미~지평일신,031-770-2415,양평군청(산림과),2020-06-12
지방도349호,37.539372,127.750271,37.380583,127.738692,은행나무+벚나무,,25.1,,비룡산을 넘어가는 고갯길 좌우측에 벚나무가 식재됨.,,,청운갈운~양동단석,031-770-2415,양평군청(산림과),2020-06-12
지방도352호,37.599799,127.352435,37.579409,127.458012,은행나무+벚나무,,13.5,,중미산 고갯길 좌우측으로 벚나무가 식재되어 있음.,,,서종문호~옥천신복,031-770-2415,양평군청(산림과),2020-06-12
지방도392호,37.544029,127.320015,37.649753,127.380732,벚나무,,13.9,,북한강변을 따라 벚나무가 식재되어 있고 드라이브코스로도 좋음.,,,양서양수~서종수입,031-770-2415,양평군청(산림과),2020-06-12
군도1호,37.548596,127.334429,37.601712,127.372885,은행나무+벚나무,,11.1,,소설 '소나기'의 저자 황순원문학관이 있는 수능리를 따라 벚나무와 은행나무가 식재되어 있음.,,,양성용담~서종수능,031-770-2415,양평군청(산림과),2020-06-12
군도3호,37.511735,127.446102,37.557771,127.510107,단풍나무+벚나무,,8.5,,아신역인근부터 설매재자연휴양림의 진입로까지 벚나무가 식재되어 있음.,,,옥천아신~옥천용천,031-770-2415,양평군청(산림과),2020-06-12
지방도86호,37.607972,127.188058,37.709744,127.184091,소나무 은행나무 벚나무,1906,12,1996,아름다운 왕벚나무 길,,지방도,이패방앗간 앞 교차로~연평교차로,031-590-2855,경기도 남양주시청,2020-07-02
영진그린필아파트 입구( 경춘로 사잇길),37.655511,127.288905,37.655941,127.292695,벚나무,33,1,,벚나무길,,,영진그린필아파트입구~ 천마산입구교차로,031-590-2855,경기도 남양주시청,2020-07-02
오남푸르지오일원(진건오남로),37.701246,127.195681,37.695013,127.200044,벚나무,280,2,,아파트 주변도로,,,양지 e편한세상 1단지 ~오남푸르지오 110동 일원,031-590-2855,경기도 남양주시청,2020-07-02
푸른솔아파트입구(지방도 387호 사잇길),37.668178,127.302192,37.668223,127.300473,벚나무,12,1,,아파트 진입로,,,푸른솔아파트 입구~푸른솔아파트,031-590-2855,경기도 남양주시청,2020-07-02
사릉역 일원 (지방도 383호 사잇길),37.651653,127.177315,37.654995,127.173322,벚나무 이팝나무,51,1,,농촌지역 가로수길,,,사릉역교차로~양진로에서 사릉역삼거리,031-590-2855,경기도 남양주시청,2020-07-02
도농센트레빌아파트일원,37.606458,127.152554,37.607733,127.154679,이팝나무,70,1,,아파트진입로,,,도농센트레빌아파트입구~ 도농어린이공원 앞,031-590-2855,경기도 남양주시청,2020-07-02
축령산휴양림입구,37.732764,127.296618,37.753878,127.308157,벚나무,130,2,,산림과 어우러진 왕벚나무길,,,축령산휴양림입구~축령산 휴양림 정류장,031-590-2855,경기도 남양주시청,2020-07-02
도농체육문화센터 우회도로,37.606492,127.175962,37.609062,127.182593,벚나무,205,2,,아름다운 왕벚나무길,,,도농체육문화센터~왕자궁삼거리,031-590-2855,경기도 남양주시청,2020-07-02
신도브래뉴2차아파트입구(지방도 387호 사잇길),37.664442,127.301312,37.662333,127.299393,이팝나무,18,1,,아파트 진입로,,,성현감교회삼거리~신도브래뉴 2차아파트앞,031-590-2855,경기도 남양주시청,2020-07-02
영남아파트입구,37.636282,127.307306,37.640257,127.303325,벚나무,34,2,,아파트 진입로,,,영남아파트 입구~ 영남아파트 정문,031-590-2855,경기도 남양주시청,2020-07-02
보미청광아파트,37.659865,127.291476,37.659307,127.295948,느티나무,201,2,,느티나무가로수길,,,묵현교차로~ 보미청광아파트,031-590-2855,경기도 남양주시청,2020-07-02
와부고등학교 일원,37.593634,127.222602,37.595904,127.220927,벚나무,50,1,,와보 가로수길,,,사계저수지입구~ 예봉중학교,031-590-2855,경기도 남양주시청,2020-07-02
와부덕소로 97,37.588665,127.224305,37.585643,127.212128,은행나무 벚나무,72,5,,시가지길,,,사계저수지~예봉중학교,031-590-2855,경기도 남양주시청,2020-07-02
가운택지지구,37.605221,127.150425,37.613709,127.174038,느티나무 단풍나무 벚나무 이팝나무,464,7,,택지지구내 가로수길,,,도농동~가운동,031-590-2855,경기도 남양주시청,2020-07-02
금곡택지지구,37.629529,127.202547,37.624632,127.199808,벚나무,127,7,,택지지구 가로수길,,,홍유릉~무대마을입구,031-590-2855,경기도 남양주시청,2020-07-02
